StockCode,Description,TotalRevenue,UnitsSold,OrderCount,UniqueCustomers,AvgPrice
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,3572.81,658,221,123,5.429802431610942
22186,RED STAR CARD HOLDER,3572.6800000000003,1192,211,140,2.9972147651006713
20784,RED RETRO BAR STOOL,3570.87,101,37,6,35.355148514851486
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,3567.55,1515,137,82,2.3548184818481848
22318,FIVE HEART HANGING DECORATION,3560.3900000000003,1158,256,158,3.074602763385147
72802C,VANILLA SCENT CANDLE JEWELLED BOX,3554.75,831,177,104,4.2776774969915765
20724,RED RETROSPOT CHARLOTTE BAG,3553.4,3148,252,137,1.1287801778907243
22504,CABIN BAG VINTAGE RETROSPOT,3550.0099999999998,127,50,36,27.952834645669288
21932,SCANDINAVIAN PAISLEY PICNIC BAG,3544.54,1164,209,132,3.0451374570446736
22489,PACK OF 12 TRADITIONAL CRAYONS,3534.9700000000003,8331,354,242,0.42431520825831237
20786,BLACK RETRO BAR STOOL,3533.9,99,31,9,35.6959595959596
47505,MINATURE COLOURED GARDENING SET,3527.42,737,178,129,4.786187245590231
84832,ZINC WILLIE WINKIE  CANDLE STICK,3516.2799999999997,3950,377,180,0.8901974683544304
22765,NEWSPAPER STAND,3508.3,311,53,36,11.280707395498393
37446,MINI CAKE STAND WITH HANGING CAKES,3507.14,2446,237,111,1.4338266557645134
22196,SMALL HEART MEASURING SPOONS,3505.8399999999997,3854,534,209,0.9096626881162427
21992,VINTAGE PAISLEY STATIONERY SET,3504.25,1522,238,99,2.3023981603153745
22602,CHRISTMAS RETROSPOT HEART WOOD,3499.11,4281,277,197,0.8173580939032936
22156,HEART DECORATION WITH PEARLS ,3498.15,4041,336,191,0.8656644394951745
22311,OFFICE MUG WARMER BLACK+SILVER ,3493.59,1013,172,79,3.448756169792695
22361,GLASS JAR DAISY FRESH COTTON WOOL,3482.34,1125,233,111,3.0954133333333336
22352,LUNCHBOX WITH CUTLERY RETROSPOT ,3481.89,1412,231,114,2.46592776203966
20966,SANDWICH BATH SPONGE,3477.88,2432,350,128,1.4300493421052631
40016,CHINESE DRAGON PAPER LANTERNS,3462.7599999999998,10126,153,97,0.3419672131147541
20675,BLUE SPOTTY BOWL,3455.94,2849,308,157,1.213036153036153
21559,STRAWBERRY LUNCHBOX WITH CUTLERY,3454.09,1448,183,113,2.3854212707182323
22172,METAL SHELF WITH RAIL ,3451.82,378,185,124,9.131798941798943
22304,COFFEE MUG BLUE PAISLEY DESIGN,3448.8,1661,115,79,2.07633955448525
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,3447.52,2936,183,130,1.1742234332425068
22583,PACK OF 6 HANDBAG GIFT BOXES,3433.6,1314,247,194,2.613089802130898
21578,WOODLAND DESIGN  COTTON TOTE BAG,3430.41,1469,259,140,2.335200816882233
21544,SKULLS  WATER TRANSFER TATTOOS ,3429.46,4156,342,182,0.8251828681424447
22769,CHALKBOARD KITCHEN ORGANISER,3428.95,168,39,30,20.410416666666666
21900,"KEY FOB , SHED",3425.78,5230,477,263,0.6550248565965584
48189,DOOR MAT FRIENDSHIP ,3420.2400000000002,468,179,117,7.308205128205128
22906,12 MESSAGE CARDS WITH ENVELOPES,3414.77,1710,213,155,1.9969415204678362
21452,TOADSTOOL MONEY BOX,3411.6500000000005,1127,238,160,3.0271960958296367
84472,PINK AND LILAC QUILTED THROW ,3402.32,87,30,23,39.10712643678161
22059,CERAMIC STRWBERRY DESIGN MUG,3393.1,2347,215,106,1.445717937792927
85178,VICTORIAN SEWING KIT,3389.4900000000002,3105,185,118,1.0916231884057972
22737,RIBBON REEL CHRISTMAS PRESENT ,3383.12,1991,260,190,1.6992064289301858
44230,SQUARE MIRROR CURTAIN,3381.62,347,53,25,9.745302593659941
22763,KEY CABINET MA CAMPAGNE,3374.1499999999996,467,34,29,7.225160599571733
22838,3 TIER CAKE TIN RED AND CREAM,3370.85,219,105,83,15.39200913242009
22359,GLASS JAR KINGS CHOICE,3369.7500000000005,1065,119,77,3.164084507042254
21067,VINTAGE RED TEATIME MUG,3369.07,4475,194,106,0.7528648044692737
84508A,CAMOFLAGE DESIGN TEDDY,3368.92,1586,44,31,2.124161412358134
22057,CERAMIC PLATE STRAWBERRY DESIGN,3367.65,2492,201,83,1.351384430176565
22366,DOOR MAT AIRMAIL ,3366.71,455,139,92,7.399362637362637
22272,FELTCRAFT DOLL MARIA,3363.09,1200,264,183,2.802575
21713,CITRONELLA CANDLE FLOWERPOT,3361.32,1961,237,153,1.7140846506884244
84797A,PINK HAWAIIAN PICNIC HAMPER FOR 4,3361.25,481,44,21,6.988045738045738
84968D,S/16 VINTAGE RED CUTLERY,3349.7599999999998,287,38,12,11.67163763066202
22432,WATERING CAN PINK BUNNY,3347.89,1791,241,142,1.86928531546622
22766,PHOTO FRAME CORNICE,3339.3500000000004,1169,154,124,2.8565868263473058
22144,CHRISTMAS CRAFT LITTLE FRIENDS,3332.41,1295,209,126,2.573289575289575
22167,"WALL MIRROR , DIAMANTE OVAL SHAPE",3331.91,425,129,65,7.839788235294117
21355,TOAST ITS - I LOVE YOU ,3315.5,2732,231,144,1.213579795021962
21056,DOCTOR'S BAG SOFT TOY,3312.2799999999997,374,126,90,8.856363636363636
21743,STAR PORTABLE TABLE LIGHT ,3310.1200000000003,1144,147,104,2.8934615384615388
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,3306.25,2110,256,116,1.5669431279620853
20681,PINK SPOTTY CHILDS UMBRELLA,3292.86,1000,206,127,3.29286
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,3292.14,874,236,157,3.7667505720823797
22122,SET OF 2 FANCY FONT TEA TOWELS,3290.0800000000004,1095,191,113,3.0046392694063933
37410,BLACK AND WHITE PAISLEY FLOWER MUG,3288.65,25707,33,13,0.12792819076516124
22764,"RUSTIC WOODEN CABINET, GLASS DOORS",3287.72,178,22,21,18.470337078651685
47580,TEA TIME DES TEA COSY,3278.54,1305,246,122,2.5122911877394634
21064,BOOM BOX SPEAKER BOYS,3276.64,608,77,45,5.3892105263157895
22667,RECIPE BOX RETROSPOT ,3274.3500000000004,1149,237,178,2.849738903394256
22611,VINTAGE UNION JACK SHOPPING BAG,3271.77,683,150,107,4.790292825768668
22378,WALL TIDY RETROSPOT ,3271.25,1493,263,120,2.1910582719357
84975,HEART SHAPED MIRROR,3266.4,1990,212,115,1.6414070351758794
22571,ROCKING HORSE RED CHRISTMAS ,3250.6,3646,281,176,0.8915523861766319
21477,STRING OF 20 ROSE LIGHTS,3248.94,273,45,35,11.900879120879122
21351,CINAMMON & ORANGE WREATH,3238.22,1028,148,96,3.150019455252918
22412,METAL SIGN NEIGHBOURHOOD WITCH ,3232.11,1497,260,127,2.159058116232465
22434,BALLOON PUMP WITH 10 BALLOONS,3225.48,1786,162,129,1.805979843225084
22813,PACK 3 BOXES BIRD PANNETONE ,3224.6499999999996,1659,176,130,1.9437311633514163
21069,VINTAGE BILLBOARD TEA MUG,3223.91,3199,203,88,1.007786808377618
22660,DOORMAT I LOVE LONDON,3222.58,524,98,56,6.149961832061068
21364,PEACE SMALL WOOD LETTERS,3218.51,443,146,106,7.265259593679459
21732,RED HANGING METAL STAR TLIGHT HLDR,3214.57,925,58,50,3.475210810810811
84837,WHITE SWEETHEARTS CABINET 4 DRAWERS,3210.04,251,143,109,12.789003984063745
79323GR,GREEN CHERRY LIGHTS,3209.36,532,83,60,6.032631578947369
22483,RED GINGHAM TEDDY BEAR ,3208.4300000000003,1125,188,154,2.851937777777778
22689,DOORMAT MERRY CHRISTMAS RED ,3206.37,421,119,96,7.616080760095012
22768,FAMILY PHOTO FRAME CORNICE,3205.5699999999997,328,111,90,9.773079268292681
22497,SET OF 2 TINS VINTAGE BATHROOM ,3204.18,722,189,119,4.43792243767313
21986,PACK OF 12 PINK SPOT TISSUES ,3194.19,8317,197,128,0.38405554887579657
22729,ALARM CLOCK BAKELIKE ORANGE,3184.93,770,195,115,4.136272727272727
21584,RETRO SPOT SMALL TUBE MATCHES,3183.45,2005,131,113,1.5877556109725686
21714,CITRONELLA CANDLE GARDEN POT,3178.01,2635,299,147,1.2060759013282734
84968C,S/16 VINTAGE PISTACHIO CUTLERY,3177.2999999999997,262,58,20,12.12709923664122
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,3173.93,3516,312,226,0.9027104664391353
22305,COFFEE MUG PINK PAISLEY DESIGN,3168.15,1598,96,66,1.9825719649561953
21936,RED/WHITE SPOT PICNIC BAG,3164.59,1125,111,73,2.812968888888889
22474,SPACEBOY TV DINNER TRAY,3164.24,675,131,90,4.687762962962963
22331,WOODLAND PARTY BAG + STICKER SET,3160.3599999999997,1892,264,157,1.6703805496828752
21718,RED METAL BEACH SPADE ,3156.93,2551,241,134,1.2375264602116816
84030E,ENGLISH ROSE HOT WATER BOTTLE,3151.32,741,178,119,4.252793522267207
20785,FUSCHIA RETRO BAR STOOL,3149.05,88,31,10,35.784659090909095
21239,PINK  SPOTTY CUP,3145.4900000000002,3684,369,163,0.8538246471226928
21500,PINK SPOTS  WRAP ,3144.5,7825,232,167,0.40185303514376997
20961,STRAWBERRY BATH SPONGE ,3141.14,2440,306,132,1.2873524590163934
20750,RED RETROSPOT MINI CASES,3139.98,403,146,118,7.79151364764268
21918,SET 12 KIDS COLOUR  CHALK STICKS,3126.85,7531,439,241,0.41519718496879565
22795,SWEETHEART RECIPE BOOK STAND,3126.06,450,156,95,6.9468
22241,GARLAND WOODEN HAPPY EASTER,3121.6,2294,225,132,1.360767218831735
22299,PIG KEYRING WITH LIGHT & SOUND ,3118.91,2587,128,74,1.2056088132972556
84352,SILVER CHRISTMAS TREE BAUBLE STAND ,3106.7799999999997,182,110,82,17.07021978021978
22177,5 HOOK BLACKBOARD ORGANISER ,3101.46,325,125,90,9.542953846153846
21717,EASTER TIN BUCKET,3097.7599999999998,1147,136,93,2.7007497820401043
21333,CLASSIC WHITE FRAME,3094.7400000000002,1024,212,145,3.0222070312500002
21494,ROTATING LEAVES T-LIGHT HOLDER,3091.75,1998,209,91,1.5474224224224224
20978,36 PENCILS TUBE SKULLS,3084.7799999999997,2354,303,154,1.3104418011894647
22437,SET OF 9 BLACK SKULL BALLOONS,3084.77,3734,226,161,0.8261301553294055
79072,TEATIME CAKE TIN WITH HANDLE,3083.2,284,107,41,10.856338028169013
22460,EMBOSSED GLASS TEALIGHT HOLDER,3082.95,2275,171,107,1.355142857142857
22509,SEWING BOX RETROSPOT DESIGN ,3082.5699999999997,183,103,84,16.84464480874317
21707,"FOLDING UMBRELLA , BLACK/BLUE  SPOT",3077.01,775,69,54,3.970335483870968
21765,HANGING METAL BIRD BATH,3076.39,371,143,103,8.292156334231805
22347,PIZZA SLICE DISH,3074.18,2680,113,49,1.1470820895522387
22670,FRENCH WC SIGN BLUE METAL,3071.36,2608,134,102,1.1776687116564417
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,3061.42,2258,173,77,1.3558104517271923
21679,SKULLS  STICKERS,3060.17,3791,238,139,0.8072197309417041
22118,JOY WOODEN BLOCK LETTERS,3058.64,586,192,147,5.219522184300341
22119,PEACE WOODEN BLOCK LETTERS,3050.86,442,196,159,6.90239819004525
22593,CHRISTMAS GINGHAM STAR,3036.77,3494,236,163,0.8691385231825988
21588,RETRO SPOT GIANT  TUBE MATCHES,3034.9500000000003,1295,102,85,2.3435907335907338
22162,HEART GARLAND RUSTIC PADDED,3027.37,994,180,79,3.0456438631790745
22045,SPACEBOY GIFT WRAP,3024.8,7340,242,181,0.4120980926430518
22846,BREAD BIN DINER STYLE RED ,3022.9,187,77,60,16.16524064171123
20963,APPLE BATH SPONGE,3021.45,2306,303,122,1.3102558542931482
22030,SWALLOWS GREETING CARD,3015.39,7340,418,242,0.4108160762942779
22349,"DOG BOWL , CHASING BALL DESIGN",3014.3,754,136,104,3.997745358090186
22202,MILK PAN PINK RETROSPOT,3011.2400000000002,743,184,67,4.052812920592194
21313,GLASS HEART T-LIGHT HOLDER ,3009.83,3541,213,100,0.8499943518780005
22493,PAINT YOUR OWN CANVAS SET,3007.65,1857,188,135,1.6196284329563813
22090,PAPER BUNTING RETROSPOT,3004.6000000000004,944,134,85,3.1828389830508477
22381,TOY TIDY PINK POLKADOT,2996.7999999999997,1450,130,76,2.066758620689655
22065,CHRISTMAS PUDDING TRINKET POT ,2995.71,2009,231,148,1.4911448481831757
22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,2990.29,1641,272,172,1.8222364411943937
21784,SHOE SHINE BOX ,2984.81,241,140,65,12.385103734439834
85014A,BLACK/BLUE POLKADOT UMBRELLA,2981.81,530,121,96,5.626056603773585
22626,BLACK KITCHEN SCALES,2978.1,344,154,104,8.657267441860466
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",2976.49,3435,322,141,0.8665181950509461
21054,NURSE'S BAG SOFT TOY,2975.0699999999997,320,156,107,9.297093749999998
22027,TEA PARTY BIRTHDAY CARD,2973.16,7019,494,224,0.4235874056133352
72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,2968.07,695,124,73,4.270604316546763
21706,"FOLDING UMBRELLA , RED/WHITE SPOT",2962.82,916,104,73,3.234519650655022
22855,FINE WICKER HEART ,2956.07,2365,206,156,1.249923890063425
84950,ASSORTED COLOUR T-LIGHT HOLDER,2954.82,4300,160,110,0.6871674418604652
22562,MONSTERS STENCIL CRAFT,2951.4300000000003,2591,191,138,1.139108452335006
21121,SET/10 RED POLKADOT PARTY CANDLES,2940.96,2472,120,104,1.1897087378640776
22840,ROUND CAKE TIN VINTAGE RED,2938.46,376,134,110,7.815053191489362
21214,SET OF 72 IVORY PAPER DOILIES,2920.8199999999997,2006,199,106,1.4560418743768693
21534,DAIRY MAID LARGE MILK JUG,2914.48,572,189,125,5.095244755244755
21471,STRAWBERRY RAFFIA FOOD COVER,2905.04,775,159,107,3.748438709677419
22200,FRYING PAN PINK POLKADOT ,2904.26,650,164,66,4.468092307692308
21967,PACK OF 12 SKULL TISSUES,2896.7499999999995,10627,270,157,0.27258398419121105
22751,FELTCRAFT PRINCESS OLIVIA DOLL,2888.73,762,193,138,3.7909842519685037
22107,PIZZA PLATE IN BOX,2884.45,684,208,90,4.21703216374269
21240,BLUE  SPOTTY CUP,2877.47,3390,370,169,0.8488112094395279
22491,PACK OF 12 COLOURED PENCILS,2873.19,3594,179,140,0.799440734557596
22072,TEA CUP AND SAUCER RETRO SPOT,2866.34,700,137,67,4.094771428571429
21901,"KEY FOB , BACK DOOR ",2864.07,4446,393,227,0.6441902834008097
22431,WATERING CAN BLUE ELEPHANT,2860.47,1345,294,150,2.1267434944237915
21913,VINTAGE SEASIDE JIGSAW PUZZLES,2857.37,757,160,107,3.7745970937912814
22073,RETRO SPOT STORAGE JAR,2853.29,729,155,95,3.9139780521262004
22435,SET OF 9 HEART SHAPED BALLOONS,2850.99,2245,282,192,1.2699287305122493
84849B,FAIRY SOAP SOAP HOLDER,2831.16,1706,224,102,1.6595310668229777
21916,SET 12 RETRO WHITE CHALK STICKS,2829.68,6525,370,212,0.43366743295019156
85114B,IVORY ENCHANTED FOREST PLACEMAT,2828.9,1589,153,74,1.7803020767778477
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,2810.79,771,108,82,3.6456420233463036
20977,36 PENCILS TUBE WOODLAND,2810.1,2108,306,156,1.3330645161290322
84558A,3D DOG PICTURE PLAYING CARDS,2800.0200000000004,978,128,86,2.8630061349693254
85049G,CHOCOLATE BOX RIBBONS ,2799.46,2282,264,183,1.2267572304995618
46000S,POLYESTER FILLER PAD 40x40cm,2798.5,1930,198,136,1.45
84909A,PINK PAISLEY QUILT ,2797.55,209,30,24,13.385406698564594
35001W,HAND OPEN SHAPE DECO.WHITE,2794.69,877,189,78,3.186647662485747
21470,FLOWER VINE RAFFIA FOOD COVER,2788.35,737,186,105,3.783378561736771
21796,SET OF 3 RED STRIPE BASKETS,2782.19,324,67,57,8.587006172839507
22285,"DECORATION HEN ON NEST, HANGING",2781.28,1849,144,104,1.5042076798269335
20702,PINK PADDED MOBILE,2778.41,661,205,134,4.203343419062027
22600,CHRISTMAS RETROSPOT STAR WOOD,2774.27,3260,250,179,0.8510030674846626
21728,METAL MEDINA LANTERN ,2773.11,298,40,33,9.305738255033557
22141,CHRISTMAS CRAFT TREE TOP ANGEL,2772.02,994,156,101,2.7887525150905432
21561,DINOSAUR LUNCH BOX WITH CUTLERY,2769.54,1126,199,127,2.459626998223801
22365,DOOR MAT RESPECTABLE HOUSE,2765.69,379,123,79,7.297335092348285
22374,AIRLINE BAG VINTAGE JET SET RED,2752.95,492,217,157,5.595426829268292
22145,CHRISTMAS CRAFT HEART STOCKING ,2752.66,1306,197,153,2.1077029096477795
22530,MAGIC DRAWING SLATE DOLLY GIRL ,2746.06,6450,248,171,0.4257457364341085
21564,PINK  HEART SHAPE LOVE BUCKET ,2746.0000000000005,925,176,95,2.968648648648649
15044D,RED PAPER PARASOL,2745.8,953,144,69,2.881217208814271
84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,2740.71,721,164,69,3.80126213592233
22128,PARTY CONES CANDY ASSORTED,2737.06,2245,123,96,1.2191804008908687
84795C,OCEAN STRIPE HAMMOCK ,2736.69,323,130,69,8.472724458204334
22406,MONEY BOX KINGS CHOICE DESIGN,2727.15,2125,134,104,1.283364705882353
22574,HEART WOODEN CHRISTMAS DECORATION,2727.02,3049,214,143,0.8943981633322401
85232D,SET/3 DECOUPAGE STACKING TINS,2704.35,517,159,91,5.230851063829787
47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,2703.25,343,74,31,7.881195335276968
21896,POTTING SHED TWINE,2702.82,1415,185,121,1.9101201413427562
21846,PINK DIAMANTE PEN IN GIFT BOX,2700.43,1201,170,43,2.2484845961698583
21068,VINTAGE BILLBOARD LOVE/HATE MUG,2695.08,2758,197,90,0.9771863669325598
22667,RECIPE BOX RETRO SPOT DESIGN,2694.65,959,178,138,2.8098540145985402
22594,CHRISTMAS GINGHAM TREE,2691.65,3002,233,154,0.8966189207195203
18098C,PORCELAIN BUTTERFLY OIL BURNER,2681.61,1039,197,94,2.5809528392685275
22862,LOVE HEART NAPKIN BOX ,2673.56,610,165,116,4.382885245901639
84580,MOUSE TOY WITH PINK T-SHIRT,2666.02,693,290,141,3.847070707070707
21249,WOODLAND  HEIGHT CHART STICKERS ,2663.69,949,147,93,2.8068387776606953
21923,RED/CREAM STRIPE FRINGE HAMMOCK,2662.64,337,119,80,7.901008902077151
22136,LOVE HEART SOCK HANGER,2661.39,1617,187,90,1.6458812615955472
21987,PACK OF 6 SKULL PAPER CUPS,2652.46,4321,216,141,0.6138532747049295
21112,"SWISS ROLL TOWEL, PINK  SPOTS",2646.3700000000003,875,113,74,3.0244228571428575
79320,FLAMINGO LIGHTS,2642.2,548,94,50,4.8215328467153284
21899,"KEY FOB , GARAGE DESIGN",2640.11,4104,358,217,0.643301656920078
21864,UNION JACK FLAG PASSPORT COVER ,2639.89,1132,237,120,2.332058303886926
21876,POTTERING MUG,2634.73,1929,310,149,1.3658527734577501
22146,EASTER CRAFT IVY WREATH WITH CHICK,2631.18,1412,106,92,1.863441926345609
21210,SET OF 72 RETROSPOT PAPER  DOILIES,2630.77,1764,174,113,1.4913662131519274
72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,2630.51,1292,178,93,2.035998452012384
72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,2626.8,578,123,57,4.544636678200693
22589,CARDHOLDER GINGHAM STAR,2622.5,1006,170,137,2.606858846918489
22194,BLACK DINER WALL CLOCK,2620.41,311,119,87,8.425755627009647
22075,6 RIBBONS ELEGANT CHRISTMAS ,2616.3,1582,176,127,1.6537926675094818
21324,HANGING MEDINA LANTERN SMALL,2615.55,942,150,87,2.7765923566878983
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,2606.2000000000003,344,56,13,7.576162790697675
37502,TEA TIME MUG IN GIFT BOX,2599.7900000000004,868,171,97,2.995149769585254
20975,12 PENCILS SMALL TUBE RED RETROSPOT,2594.4300000000003,3816,209,143,0.6798820754716982
21746,SMALL RED RETROSPOT WINDMILL,2593.75,2042,189,103,1.2702007835455436
21473,SWEETHEART CREAM STEEL TABLE RECT,2593.5,130,69,52,19.95
85049B,LUSH GREENS RIBBONS,2593.3,2078,327,220,1.2479788257940327
20886,BOX OF 9 PEBBLE CANDLES,2591.5699999999997,1302,212,124,1.9904531490015358
84968E,S/16 VINTAGE BLACK CUTLERY,2585.45,225,40,20,11.490888888888888
51014A,"FEATHER PEN,HOT PINK",2585.14,2858,142,72,0.9045276417074877
21589,SWALLOW GIANT TUBE MATCHES,2583.4500000000003,1119,88,73,2.3087131367292226
71038,WHITE HANGING BEADS CANDLE HOLDER,2582.4500000000003,485,99,64,5.324639175257732
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,2581.4,2878,271,204,0.8969423210562891
22961,JAM MAKING SET PRINTED,2580.46,1673,115,93,1.542414823670054
35924,HANGING FAIRY CAKE DECORATION,2577.7200000000003,1348,119,47,1.9122551928783385
22476,EMPIRE UNION JACK TV DINNER TRAY,2577.11,476,157,96,5.4140966386554625
21506,"FANCY FONT BIRTHDAY CARD, ",2576.13,6272,360,198,0.41073501275510205
22610,PENS ASSORTED FUNNY FACE,2575.04,3149,74,46,0.8177326135281041
72802A,ROSE SCENT CANDLE IN JEWELLED BOX,2574.74,618,125,88,4.166245954692556
21360,JOY LARGE WOOD LETTERS,2574.14,404,86,71,6.371633663366336
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,2571.63,1655,46,38,1.55385498489426
21627,ELEPHANT CARNIVAL POUFFE,2570.95,137,72,26,18.766058394160584
82597,BOMBS AWAY METAL SIGN,2569.6600000000003,1210,215,106,2.1236859504132233
22312,OFFICE MUG WARMER POLKADOT,2566.21,667,152,66,3.847391304347826
21653,GLASS ETCHED T-LIGHT HOLDER LARGE,2565.67,1246,111,75,2.059125200642055
22148,EASTER CRAFT 4 CHICKS ,2562.84,1304,113,78,1.9653680981595094
22960,JAM MAKING SET WITH JARS,2557.18,594,79,63,4.3050168350168345
21499,BLUE SPOTS  WRAP,2555.0,6350,196,152,0.4023622047244094
37501,TEA TIME TEA SET IN GIFT BOX,2550.98,354,131,86,7.206158192090395
79164,BLACK WINE GLASS,2537.99,2011,74,35,1.2620537046245648
20787,BLUE RETRO BAR STOOL,2535.1,69,30,7,36.74057971014493
82581,TOILET METAL SIGN,2531.96,4580,521,260,0.5528296943231441
22197,"POPCORN HOLDER , SMALL ",2531.64,3189,112,66,0.7938664158043274
22691,DOORMAT WELCOME SUNRISE,2527.78,388,99,73,6.514896907216495
21203,BUTTERFLIES  HONEYCOMB GARLAND,2527.0,1539,145,85,1.6419753086419753
22350,CAT BOWL ,2521.2400000000002,946,121,84,2.665158562367865
22175,PINK OWL SOFT TOY,2518.9900000000002,872,202,104,2.8887500000000004
22938,CUPCAKE LACE PAPER SET 6,2517.6699999999996,1379,97,89,1.8257215373459026
22184,CAKE STAND VICTORIAN FILIGREE LARGE,2516.85,345,118,57,7.295217391304347
21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2515.3199999999997,2911,236,160,0.8640742013053933
21431,GREEN GINGHAM FLOWER JEWELLERY BOX,2511.3599999999997,1483,278,167,1.6934322319622386
84968A,S/16 VINTAGE ROSE CUTLERY,2511.24,190,85,29,13.217052631578946
22601,CHRISTMAS RETROSPOT ANGEL WOOD,2510.0099999999998,2943,238,163,0.852874617737003
22747,POPPY'S PLAYHOUSE BATHROOM,2507.17,1127,192,148,2.2246406388642415
21323,HANGING MEDINA LANTERN LARGE,2506.89,740,80,46,3.387689189189189
22291,"SPRING DEC , HANGING CHICK CREAM",2499.58,1900,142,76,1.3155684210526315
20960,WATERMELON BATH SPONGE,2498.43,1879,207,85,1.3296593932943055
22767,TRIPLE PHOTO FRAME CORNICE ,2494.21,248,86,70,10.057298387096774
85041,SET/4 PINK ORCHID CANDLES IN BOWL,2489.87,1853,92,64,1.3436967080410145
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,2488.4,3093,228,137,0.8045263498221792
21924,BLUE/CREAM STRIPE FRINGE HAMMOCK,2486.6600000000003,315,123,82,7.894158730158731
22433,WATERING CAN GREEN DINOSAUR,2469.0099999999998,1355,196,113,1.8221476014760145
16161P,WRAP ENGLISH ROSE ,2465.48,6022,193,149,0.4094121554300897
18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,2458.82,1116,149,82,2.2032437275985663
21035,SET/2 RED RETROSPOT TEA TOWELS ,2454.35,821,132,71,2.9894640682095006
85206B,PINK FELT EASTER EGG BASKET,2454.2,1524,179,136,1.6103674540682413
21330,WOODLAND ANIMAL  WRITING SET ,2454.0699999999997,1452,201,101,1.6901308539944901
85206A,CREAM FELT EASTER EGG BASKET,2453.58,1377,205,155,1.781830065359477
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,2452.92,828,139,98,2.962463768115942
22384,LUNCH BAG PINK POLKADOT,2448.69,1469,211,143,1.6669094622191967
84912A,PINK ROSE WASHBAG,2447.07,941,160,46,2.600499468650372
22284,HEN HOUSE DECORATION,2443.83,1551,171,100,1.5756479690522243
22415,WHITE TISSUE REAM,2440.65,307,197,152,7.95
22725,ALARM CLOCK BAKELIKE CHOCOLATE,2440.35,600,139,88,4.06725
22067,CHOC TRUFFLE GOLD TRINKET POT ,2436.92,1479,186,86,1.6476808654496282
10135,COLOURING PENCILS BROWN TUBE,2435.21,2042,159,108,1.1925612144955926
22687,DOORMAT CHRISTMAS VILLAGE,2430.45,305,97,70,7.9686885245901635
21469,POLKA DOT RAFFIA FOOD COVER,2426.69,883,124,86,2.748233295583239
21274,EMBOSSED HEART 3 DRAWER SHELF,2420.69,175,105,61,13.832514285714286
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,2419.34,3068,182,121,0.7885723598435463
22309,TEA COSY RED  STRIPE,2418.63,972,153,77,2.4883024691358027
22334,DINOSAUR PARTY BAG + STICKER SET,2418.0499999999997,1539,165,125,1.5711825860948667
20982,12 PENCILS TALL TUBE SKULLS,2417.5299999999997,2764,331,198,0.874649059334298
22320,BIRDS MOBILE VINTAGE DESIGN,2415.6,412,108,87,5.863106796116504
21328,BALLOONS  WRITING SET ,2405.9,1186,320,156,2.0285834738617203
84840,SWEETHEART CARRY-ALL BASKET,2405.32,279,137,109,8.621218637992833
22459,CAST IRON HOOK GARDEN TROWEL,2401.99,1000,154,116,2.4019899999999996
21466,RED FLOWER CROCHET FOOD COVER,2400.4,633,167,103,3.7921011058451817
22603,CHRISTMAS RETROSPOT TREE WOOD,2398.48,2836,235,150,0.8457263751763047
72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,2397.21,561,138,88,4.273101604278075
22796,PHOTO FRAME 3 CLASSIC HANGING,2396.19,237,91,75,10.110506329113925
22458,CAST IRON HOOK GARDEN FORK,2394.02,1007,156,114,2.3773783515392255
21447,12 IVORY ROSE PEG PLACE SETTINGS,2390.79,1827,193,107,1.3085878489326765
21866,UNION JACK FLAG LUGGAGE TAG,2388.7599999999998,1462,271,145,1.6338987688098494
21531,RETRO SPOT SUGAR JAM BOWL,2382.2400000000002,921,196,105,2.586579804560261
15039,SANDALWOOD FAN,2381.39,3027,164,83,0.7867162206805417
20981,12 PENCILS TALL TUBE WOODLAND,2377.77,2799,276,169,0.8495069667738478
21272,SALLE DE BAIN HOOK,2376.08,1828,246,137,1.2998249452954047
47570,ENGLISH ROSE TABLE CLOTH,2373.01,220,78,47,10.786409090909093
70006,LOVE HEART POCKET WARMER,2365.64,1774,182,85,1.3335062006764373
