InvoiceNo,InvoiceValue,TotalItems,UniqueProducts,CustomerID,Country,InvoiceDate
492804,264.64,303,18,15456.0,United Kingdom,2009-12-20 12:10:00
492805,241.1,171,19,15518.0,United Kingdom,2009-12-20 12:21:00
492806,756.15,381,11,14299.0,United Kingdom,2009-12-20 12:21:00
492807,342.82,177,28,17211.0,United Kingdom,2009-12-20 12:28:00
492808,464.56,112,8,13078.0,United Kingdom,2009-12-20 12:32:00
492809,316.83,133,22,17624.0,United Kingdom,2009-12-20 12:35:00
492810,602.4000000000001,112,5,17858.0,United Kingdom,2009-12-20 12:47:00
492811,223.59,89,23,17085.0,United Kingdom,2009-12-20 13:01:00
492812,554.0,271,31,13871.0,United Kingdom,2009-12-20 13:09:00
492813,577.65,251,33,17920.0,United Kingdom,2009-12-20 13:14:00
492814,412.62,450,7,14560.0,United Kingdom,2009-12-20 13:17:00
492815,111.68,49,28,17841.0,United Kingdom,2009-12-20 13:28:00
492816,330.6,134,17,12609.0,Germany,2009-12-20 13:30:00
492817,199.13,43,4,16593.0,United Kingdom,2009-12-20 13:37:00
492818,259.15,189,14,14790.0,United Kingdom,2009-12-20 13:47:00
492819,913.1500000000001,384,22,16779.0,United Kingdom,2009-12-20 14:34:00
492820,192.09,151,21,14404.0,United Kingdom,2009-12-20 14:40:00
492822,46.8,24,1,14404.0,United Kingdom,2009-12-20 14:45:00
492823,379.72,347,29,15358.0,United Kingdom,2009-12-20 14:59:00
492824,3.37,2,2,17961.0,United Kingdom,2009-12-20 15:00:00
492825,17.25,5,1,,United Kingdom,2009-12-20 15:01:00
492830,975.06,763,46,12683.0,France,2009-12-20 15:38:00
492831,10.1,4,4,,United Kingdom,2009-12-20 15:57:00
492832,321.88000000000005,180,12,13111.0,United Kingdom,2009-12-21 09:00:00
492834,367.8,172,8,18051.0,United Kingdom,2009-12-21 09:45:00
492836,200.0,50,1,18102.0,United Kingdom,2009-12-21 10:10:00
492837,633.22,310,11,17675.0,United Kingdom,2009-12-21 10:22:00
492838,13.95,4,3,,United Kingdom,2009-12-21 11:06:00
492839,664.42,209,61,14085.0,United Kingdom,2009-12-21 11:08:00
492840,107.1,42,1,14987.0,United Kingdom,2009-12-21 11:13:00
492841,7.95,1,1,14987.0,United Kingdom,2009-12-21 11:14:00
492842,607.0,202,2,12748.0,United Kingdom,2009-12-21 11:31:00
492843,456.0,168,5,13089.0,United Kingdom,2009-12-21 11:38:00
492869,122.25,36,12,15039.0,United Kingdom,2009-12-21 11:51:00
492875,270.0,76,8,16282.0,United Kingdom,2009-12-21 11:52:00
492878,266.7,135,15,13510.0,United Kingdom,2009-12-21 11:53:00
492891,318.66,248,5,13408.0,United Kingdom,2009-12-21 12:02:00
492929,368.6,195,48,16713.0,United Kingdom,2009-12-21 12:17:00
492935,74.1,1,1,13641.0,United Kingdom,2009-12-21 12:18:00
492940,209.4,154,7,17696.0,United Kingdom,2009-12-21 12:20:00
492942,305.95,107,14,17213.0,United Kingdom,2009-12-21 12:38:00
492943,7112.68,4512,35,14156.0,EIRE,2009-12-21 13:04:00
492944,138.75,58,9,12682.0,France,2009-12-21 13:18:00
492945,308.34000000000003,362,18,14032.0,United Kingdom,2009-12-21 13:29:00
492947,6.25,4,3,,United Kingdom,2009-12-21 13:39:00
492948,154.65,34,19,14606.0,United Kingdom,2009-12-21 14:33:00
492949,66.47999999999999,120,3,14119.0,United Kingdom,2009-12-21 14:52:00
492950,801.4300000000001,390,25,12471.0,Germany,2009-12-21 14:52:00
492951,433.99,203,8,16525.0,United Kingdom,2009-12-21 15:06:00
492952,116.5,31,14,,United Kingdom,2009-12-21 15:13:00
492953,487.3,204,28,14505.0,United Kingdom,2009-12-21 15:20:00
492954,178.5,30,2,17182.0,United Kingdom,2009-12-21 15:22:00
492963,30.15,9,6,,United Kingdom,2009-12-21 15:32:00
492975,50.25,15,9,17961.0,United Kingdom,2009-12-21 15:36:00
492980,4.2,2,2,,United Kingdom,2009-12-21 15:37:00
492993,29.79,23,11,14819.0,United Kingdom,2009-12-21 15:54:00
493050,119.35000000000001,37,23,17377.0,United Kingdom,2009-12-21 16:24:00
493052,303.85,151,17,14480.0,United Kingdom,2009-12-21 16:32:00
493053,63.25,21,11,17888.0,United Kingdom,2009-12-21 16:34:00
493054,43.45,16,3,,United Kingdom,2009-12-21 16:35:00
493055,27.95,11,6,,United Kingdom,2009-12-21 16:37:00
493064,6.7,3,3,,United Kingdom,2009-12-21 16:49:00
493066,437.24,191,99,,United Kingdom,2009-12-21 17:14:00
493067,86.92,54,28,,United Kingdom,2009-12-21 17:20:00
493069,196.75,41,6,14293.0,United Kingdom,2009-12-22 09:21:00
493071,398.70000000000005,114,2,18092.0,United Kingdom,2009-12-22 09:35:00
493073,2898.36,562,325,,United Kingdom,2009-12-22 09:41:00
493074,1680.6,230,170,,United Kingdom,2009-12-22 09:45:00
493075,56.35,35,18,,United Kingdom,2009-12-22 09:48:00
493076,24.450000000000003,7,3,17961.0,United Kingdom,2009-12-22 09:49:00
493077,313.6,320,13,14841.0,United Kingdom,2009-12-22 09:50:00
493079,4304.38,606,316,,United Kingdom,2009-12-22 09:52:00
493094,12.6,4,4,,United Kingdom,2009-12-22 10:59:00
493139,581.45,247,46,15311.0,United Kingdom,2009-12-22 11:32:00
493157,212.21,104,27,15911.0,United Kingdom,2009-12-22 11:41:00
493181,3284.88,8421,23,18251.0,United Kingdom,2009-12-22 12:01:00
493183,568.51,255,21,12440.0,Austria,2009-12-22 12:03:00
493187,192.42000000000002,240,16,18190.0,United Kingdom,2009-12-22 12:05:00
493188,20.410000000000004,14,10,15581.0,United Kingdom,2009-12-22 12:38:00
493189,67.49,31,24,15581.0,United Kingdom,2009-12-22 12:42:00
493200,66.01,33,13,17961.0,United Kingdom,2009-12-22 13:22:00
493216,10.04,14,3,,United Kingdom,2009-12-22 13:29:00
493257,1072.44,614,8,14063.0,United Kingdom,2009-12-22 14:15:00
493258,2872.04,1026,5,18102.0,United Kingdom,2009-12-22 14:19:00
493260,2405.62,398,279,,United Kingdom,2009-12-22 14:31:00
493261,364.53000000000003,48,35,,United Kingdom,2009-12-22 14:48:00
493263,17.35,1,1,,United Kingdom,2009-12-22 15:01:00
493264,553.97,66,44,,United Kingdom,2009-12-22 15:04:00
493265,851.91,99,56,,United Kingdom,2009-12-22 15:05:00
493266,136.3,53,6,13455.0,United Kingdom,2009-12-22 15:05:00
493267,550.72,57,38,,United Kingdom,2009-12-22 15:06:00
493269,535.25,69,43,,United Kingdom,2009-12-22 15:07:00
493271,457.69,49,26,,United Kingdom,2009-12-22 15:08:00
493273,776.52,88,46,,United Kingdom,2009-12-22 15:09:00
493276,502.33000000000004,58,43,,United Kingdom,2009-12-22 15:10:00
493283,623.65,76,52,,United Kingdom,2009-12-22 15:12:00
493287,470.58000000000004,62,35,,United Kingdom,2009-12-22 15:13:00
493288,163.78,18,14,,United Kingdom,2009-12-22 15:13:00
493290,19.91,2,2,,United Kingdom,2009-12-22 15:13:00
493300,128.85,42,8,17969.0,United Kingdom,2009-12-22 15:24:00
493301,179.46,198,3,13082.0,United Kingdom,2009-12-22 15:37:00
493302,21.51,7,7,17961.0,United Kingdom,2009-12-22 15:39:00
493303,12.72,12,1,13082.0,United Kingdom,2009-12-22 15:40:00
493304,21.4,8,8,17961.0,United Kingdom,2009-12-22 15:42:00
493305,22.95,8,8,,United Kingdom,2009-12-22 15:45:00
493306,10.45,2,2,,United Kingdom,2009-12-22 15:54:00
493307,15.85,5,5,,United Kingdom,2009-12-22 15:58:00
493308,324.99,126,21,15064.0,United Kingdom,2009-12-22 16:17:00
493309,15.3,8,4,,United Kingdom,2009-12-22 16:40:00
493325,701.1999999999999,624,6,13694.0,United Kingdom,2009-12-23 07:57:00
493326,799.9200000000001,528,7,18092.0,United Kingdom,2009-12-23 09:20:00
493354,8.95,1,1,,United Kingdom,2009-12-23 10:10:00
493360,113.12,140,6,18252.0,United Kingdom,2009-12-23 10:17:00
493371,352.05,176,23,14151.0,United Kingdom,2009-12-23 10:54:00
493372,636.95,159,37,15044.0,United Kingdom,2009-12-23 11:21:00
493374,54.0,32,26,,United Kingdom,2009-12-23 11:51:00
493375,148.2,109,22,15514.0,United Kingdom,2009-12-23 12:07:00
493376,1.95,1,1,17961.0,United Kingdom,2009-12-23 12:18:00
493377,18.799999999999997,12,5,,United Kingdom,2009-12-23 12:30:00
493393,2565.83,1058,103,12539.0,Spain,2009-12-23 13:00:00
493394,25.65,9,7,,United Kingdom,2009-12-23 13:36:00
493395,2583.23,1070,104,12539.0,Spain,2009-12-23 13:41:00
493396,6.75,1,1,,United Kingdom,2009-12-23 13:46:00
493397,14.8,14,6,,United Kingdom,2009-12-23 14:09:00
493398,66.9,28,10,12835.0,United Kingdom,2009-12-23 14:19:00
493399,879.72,364,10,15856.0,United Kingdom,2009-12-23 14:35:00
493401,4.95,1,1,,United Kingdom,2009-12-23 14:37:00
493404,1220.55,183,133,,United Kingdom,2009-12-23 15:30:00
493407,24.6,16,7,17867.0,United Kingdom,2009-12-23 16:04:00
493408,9.23,4,4,,United Kingdom,2009-12-23 16:21:00
493409,612.0,48,1,17819.0,United Kingdom,2009-12-23 16:58:00
493410,22.5,5,1,12346.0,United Kingdom,2010-01-04 09:24:00
493412,22.5,5,1,12346.0,United Kingdom,2010-01-04 09:53:00
493413,5.45,3,3,,United Kingdom,2010-01-04 09:54:00
493414,290.2,88,6,14590.0,United Kingdom,2010-01-04 10:28:00
493427,264.38,122,18,13287.0,United Kingdom,2010-01-04 10:43:00
493428,230.9,84,24,16550.0,United Kingdom,2010-01-04 11:15:00
493432,481.38,170,49,14680.0,United Kingdom,2010-01-04 12:30:00
493433,405.3,166,14,14709.0,United Kingdom,2010-01-04 12:51:00
493434,1021.0200000000001,762,9,13798.0,United Kingdom,2010-01-04 12:54:00
493435,795.95,960,65,13206.0,United Kingdom,2010-01-04 12:57:00
493436,3000.2400000000002,3264,18,13694.0,United Kingdom,2010-01-04 13:03:00
493437,758.4000000000002,192,2,13694.0,United Kingdom,2010-01-04 13:10:00
493438,360.0,288,2,13694.0,United Kingdom,2010-01-04 13:12:00
493439,2021.72,2668,16,13694.0,United Kingdom,2010-01-04 13:25:00
493442,282.65,127,53,13821.0,United Kingdom,2010-01-04 13:36:00
493443,567.5,147,47,14527.0,United Kingdom,2010-01-04 13:39:00
493444,211.29,102,42,16792.0,United Kingdom,2010-01-04 13:47:00
493446,189.68,114,47,17807.0,United Kingdom,2010-01-04 14:00:00
493463,30.37,26,14,15581.0,United Kingdom,2010-01-04 14:27:00
493467,415.84999999999997,229,26,13004.0,United Kingdom,2010-01-04 14:29:00
493485,15.18,26,2,,United Kingdom,2010-01-04 14:48:00
493487,10.08,24,1,,United Kingdom,2010-01-04 14:50:00
493536,412.17,135,62,17841.0,United Kingdom,2010-01-04 15:29:00
493537,660.0,400,2,16029.0,United Kingdom,2010-01-04 15:33:00
493540,165.0,100,1,14477.0,United Kingdom,2010-01-04 15:41:00
493542,118.75,71,14,15867.0,United Kingdom,2010-01-04 16:11:00
493543,425.06,296,40,14839.0,United Kingdom,2010-01-04 16:29:00
493546,130.33,55,13,17969.0,United Kingdom,2010-01-04 17:03:00
493565,131.95,17,7,17950.0,United Kingdom,2010-01-04 17:39:00
493566,316.70000000000005,86,3,15291.0,United Kingdom,2010-01-05 08:59:00
493568,644.58,296,37,16875.0,United Kingdom,2010-01-05 09:16:00
493569,279.11,161,13,13901.0,United Kingdom,2010-01-05 09:29:00
493570,5.0,2,2,,United Kingdom,2010-01-05 09:31:00
493571,135.25,23,8,14198.0,United Kingdom,2010-01-05 10:07:00
493573,364.03999999999996,676,15,18145.0,United Kingdom,2010-01-05 10:18:00
493574,531.72,454,26,15521.0,United Kingdom,2010-01-05 10:19:00
493575,302.2,96,9,18171.0,United Kingdom,2010-01-05 10:46:00
493577,311.42,302,20,13557.0,United Kingdom,2010-01-05 11:16:00
493609,42.0,100,1,17949.0,United Kingdom,2010-01-05 11:29:00
493613,510.0,408,1,17949.0,United Kingdom,2010-01-05 11:31:00
493619,309.46,290,9,18051.0,United Kingdom,2010-01-05 11:34:00
493665,3.35,2,2,,United Kingdom,2010-01-05 12:00:00
493666,585.85,184,37,16017.0,United Kingdom,2010-01-05 12:06:00
493667,974.39,883,25,13253.0,United Kingdom,2010-01-05 12:13:00
493670,614.05,267,76,14653.0,United Kingdom,2010-01-05 12:20:00
493671,757.1,480,43,13338.0,United Kingdom,2010-01-05 12:25:00
493672,464.37,566,61,17861.0,United Kingdom,2010-01-05 12:26:00
493685,906.23,665,13,14969.0,United Kingdom,2010-01-05 12:43:00
493695,386.93,157,66,14606.0,United Kingdom,2010-01-05 13:23:00
493696,2054.79,1571,48,16779.0,United Kingdom,2010-01-05 13:32:00
493699,256.7,72,3,13831.0,United Kingdom,2010-01-05 13:43:00
493700,255.05,106,15,14422.0,United Kingdom,2010-01-05 13:45:00
493701,706.55,510,57,15865.0,United Kingdom,2010-01-05 13:58:00
493702,1600.0,400,2,18102.0,United Kingdom,2010-01-05 14:07:00
493703,1560.0,390,3,18102.0,United Kingdom,2010-01-05 14:08:00
493704,337.55,157,53,13610.0,United Kingdom,2010-01-05 14:12:00
493705,54.800000000000004,4,3,,United Kingdom,2010-01-05 14:22:00
493706,793.25,206,50,15768.0,United Kingdom,2010-01-05 14:32:00
493707,588.31,247,13,13965.0,United Kingdom,2010-01-05 15:21:00
493708,980.63,315,41,15311.0,United Kingdom,2010-01-05 15:29:00
493709,442.44,700,17,17754.0,United Kingdom,2010-01-05 15:55:00
493710,118.10000000000001,16,9,13442.0,United Kingdom,2010-01-05 16:04:00
493715,167.27,92,41,14954.0,United Kingdom,2010-01-05 16:38:00
493716,463.46,308,39,17364.0,United Kingdom,2010-01-05 16:50:00
493717,291.69,104,28,12835.0,United Kingdom,2010-01-05 17:19:00
493718,421.16,194,19,13267.0,United Kingdom,2010-01-06 09:45:00
493719,627.91,303,38,14210.0,United Kingdom,2010-01-06 10:17:00
493720,551.45,177,10,17675.0,United Kingdom,2010-01-06 10:20:00
493721,151.1,68,23,17362.0,United Kingdom,2010-01-06 10:53:00
493722,1640.58,3798,13,16467.0,United Kingdom,2010-01-06 10:58:00
493738,586.1600000000001,274,12,13408.0,United Kingdom,2010-01-06 12:00:00
493739,689.82,546,24,14194.0,United Kingdom,2010-01-06 12:16:00
493755,57.6,80,1,18008.0,United Kingdom,2010-01-06 12:35:00
493757,635.85,183,22,15712.0,United Kingdom,2010-01-06 13:08:00
493758,5.49,1,1,,United Kingdom,2010-01-06 13:32:00
493759,745.38,480,100,17965.0,United Kingdom,2010-01-06 13:56:00
493760,30.45,19,3,17753.0,United Kingdom,2010-01-06 14:20:00
493761,2179.08,760,23,14258.0,United Kingdom,2010-01-06 14:54:00
493762,414.72,576,1,17941.0,United Kingdom,2010-01-06 15:37:00
493765,1390.52,1124,9,14828.0,United Kingdom,2010-01-07 09:34:00
493793,750.0,600,1,17949.0,United Kingdom,2010-01-07 10:56:00
493794,318.0,300,1,17949.0,United Kingdom,2010-01-07 10:57:00
493796,2287.2,984,4,16029.0,United Kingdom,2010-01-07 11:03:00
493797,306.0,72,1,16029.0,United Kingdom,2010-01-07 11:03:00
493798,1377.88,148,3,16029.0,United Kingdom,2010-01-07 11:09:00
493799,2427.6,904,2,16029.0,United Kingdom,2010-01-07 11:12:00
493800,854.72,392,13,18094.0,United Kingdom,2010-01-07 11:16:00
493801,9.9,2,1,15684.0,United Kingdom,2010-01-07 11:21:00
493802,935.55,197,25,16985.0,United Kingdom,2010-01-07 11:22:00
493803,33.0,4,2,,United Kingdom,2010-01-07 11:22:00
493804,332.58,374,19,14626.0,United Kingdom,2010-01-07 11:23:00
493806,26.05,4,4,17404.0,Sweden,2010-01-07 11:31:00
493810,93.05,21,5,13727.0,United Kingdom,2010-01-07 11:47:00
493812,3677.9,3141,199,13081.0,United Kingdom,2010-01-07 11:52:00
493813,392.95000000000005,97,7,14051.0,United Kingdom,2010-01-07 11:53:00
493814,202.73000000000002,166,23,14541.0,United Kingdom,2010-01-07 11:59:00
493815,108.37,53,8,12978.0,United Kingdom,2010-01-07 12:10:00
493816,212.0,48,5,15266.0,United Kingdom,2010-01-07 12:19:00
493817,323.4,198,24,16641.0,United Kingdom,2010-01-07 12:22:00
493818,360.76,336,8,16525.0,United Kingdom,2010-01-07 12:32:00
493819,44051.6,25018,94,14156.0,EIRE,2010-01-07 12:34:00
493820,256.95,59,30,13821.0,United Kingdom,2010-01-07 12:37:00
493824,165.60000000000002,92,8,16862.0,United Kingdom,2010-01-07 12:57:00
493825,200.09,59,22,16888.0,United Kingdom,2010-01-07 13:07:00
493826,49.2,8,6,13173.0,United Kingdom,2010-01-07 13:16:00
493827,324.24,320,9,16746.0,United Kingdom,2010-01-07 13:17:00
493828,316.2,84,17,14732.0,United Kingdom,2010-01-07 13:19:00
493834,334.35,86,29,14527.0,United Kingdom,2010-01-07 13:32:00
493840,614.5,136,9,15874.0,United Kingdom,2010-01-07 13:56:00
493841,699.83,385,44,13394.0,United Kingdom,2010-01-07 14:04:00
493842,17.51,18,10,,United Kingdom,2010-01-07 14:20:00
493843,217.2,64,7,15100.0,United Kingdom,2010-01-07 14:33:00
493844,140.22000000000003,74,8,15324.0,United Kingdom,2010-01-07 14:37:00
493846,284.52,204,9,14465.0,United Kingdom,2010-01-07 15:03:00
493847,518.14,290,29,15152.0,United Kingdom,2010-01-07 15:15:00
493848,158.0,56,9,16351.0,United Kingdom,2010-01-07 15:26:00
493860,452.6,180,14,13767.0,United Kingdom,2010-01-07 16:19:00
493863,2130.3,1888,38,12678.0,France,2010-01-07 16:46:00
493865,1210.95,463,50,15808.0,United Kingdom,2010-01-07 16:57:00
493866,439.28000000000003,198,27,16057.0,United Kingdom,2010-01-07 17:11:00
493872,314.46,176,19,16296.0,United Kingdom,2010-01-07 18:33:00
493873,589.07,342,29,13711.0,United Kingdom,2010-01-07 18:34:00
493874,302.9,56,14,13468.0,United Kingdom,2010-01-07 18:35:00
493875,237.45000000000002,91,12,13693.0,United Kingdom,2010-01-07 18:36:00
493876,205.75,104,11,12648.0,Germany,2010-01-07 18:38:00
493877,2388.82,998,62,14911.0,EIRE,2010-01-07 19:34:00
493878,508.72,356,35,14769.0,United Kingdom,2010-01-08 09:08:00
493880,563.98,194,14,13047.0,United Kingdom,2010-01-08 09:23:00
493881,357.0,60,6,17018.0,United Kingdom,2010-01-08 09:38:00
493882,680.22,594,25,15586.0,United Kingdom,2010-01-08 10:02:00
493883,3528.0,1176,2,18102.0,United Kingdom,2010-01-08 10:06:00
493884,396.0,240,2,14045.0,United Kingdom,2010-01-08 10:08:00
493885,6624.0,2208,4,18102.0,United Kingdom,2010-01-08 10:09:00
493886,500.89,223,30,16497.0,United Kingdom,2010-01-08 10:30:00
493887,760.02,294,6,17457.0,United Kingdom,2010-01-08 10:34:00
493897,780.52,1,1,14911.0,EIRE,2010-01-08 10:39:00
493899,404.55,190,27,12417.0,Belgium,2010-01-08 10:43:00
493900,780.52,1,1,14911.0,EIRE,2010-01-08 10:44:00
493922,194.1,46,12,13728.0,United Kingdom,2010-01-08 11:13:00
493923,702.5500000000001,295,22,13360.0,United Kingdom,2010-01-08 11:16:00
493924,180.0,1,1,12678.0,France,2010-01-08 11:25:00
493925,228.29999999999998,82,12,15827.0,United Kingdom,2010-01-08 11:25:00
493926,228.67,49,6,13854.0,United Kingdom,2010-01-08 11:28:00
493927,358.68,388,2,14063.0,United Kingdom,2010-01-08 11:50:00
493929,281.25,79,7,14735.0,United Kingdom,2010-01-08 11:55:00
493930,141.60000000000002,48,1,15369.0,United Kingdom,2010-01-08 11:58:00
493941,382.32,144,2,13199.0,United Kingdom,2010-01-08 12:05:00
493945,200.45000000000002,67,6,16103.0,United Kingdom,2010-01-08 12:08:00
493946,363.74,338,22,15607.0,United Kingdom,2010-01-08 12:16:00
493947,261.99,99,24,17243.0,United Kingdom,2010-01-08 12:22:00
493948,1104.25,123,11,16772.0,United Kingdom,2010-01-08 12:38:00
493949,174.1,58,11,16325.0,United Kingdom,2010-01-08 12:51:00
493950,740.63,397,23,12681.0,France,2010-01-08 13:19:00
493951,114.60000000000001,156,2,16027.0,United Kingdom,2010-01-08 13:21:00
493952,212.4,696,2,12971.0,United Kingdom,2010-01-08 13:52:00
493953,328.62,274,18,14327.0,United Kingdom,2010-01-08 14:04:00
493954,258.39,145,14,18170.0,United Kingdom,2010-01-08 14:10:00
493955,1190.46,334,30,14016.0,EIRE,2010-01-08 14:12:00
493956,101.85000000000001,23,7,15465.0,United Kingdom,2010-01-08 14:16:00
493957,304.76,96,6,18087.0,United Kingdom,2010-01-08 14:18:00
493958,1.25,1,1,,United Kingdom,2010-01-08 14:43:00
493959,177.35000000000002,79,9,13044.0,United Kingdom,2010-01-08 14:46:00
493960,483.57,307,31,16556.0,United Kingdom,2010-01-08 15:01:00
493961,354.69,93,37,17841.0,United Kingdom,2010-01-08 15:16:00
493962,670.25,210,27,15311.0,United Kingdom,2010-01-08 15:19:00
493963,465.8,172,12,13078.0,United Kingdom,2010-01-08 15:24:00
493964,1970.19,1309,101,12714.0,France,2010-01-08 16:29:00
493965,236.8,52,28,14573.0,United Kingdom,2010-01-08 16:34:00
493968,691.04,272,16,15640.0,United Kingdom,2010-01-08 16:42:00
493969,1007.7800000000001,496,38,14031.0,United Kingdom,2010-01-08 17:09:00
493970,297.1,229,9,15856.0,United Kingdom,2010-01-08 17:13:00
493971,152.05,47,39,13259.0,United Kingdom,2010-01-10 10:26:00
493972,327.59999999999997,480,13,16109.0,United Kingdom,2010-01-10 10:37:00
493973,91.28,28,16,17539.0,United Kingdom,2010-01-10 11:08:00
493974,241.54,114,38,16787.0,United Kingdom,2010-01-10 11:12:00
493975,760.24,308,28,12540.0,Spain,2010-01-10 11:27:00
493976,497.2,389,28,14849.0,United Kingdom,2010-01-10 11:40:00
493977,275.95,68,22,14532.0,United Kingdom,2010-01-10 11:47:00
493978,1269.03,716,55,17920.0,United Kingdom,2010-01-10 11:55:00
493979,147.6,182,32,17323.0,United Kingdom,2010-01-10 11:58:00
493980,601.8000000000001,276,6,13410.0,United Kingdom,2010-01-10 11:59:00
493981,3654.38,2066,55,14160.0,United Kingdom,2010-01-10 12:06:00
493982,268.3,95,24,18231.0,United Kingdom,2010-01-10 12:13:00
493983,447.36,824,8,13762.0,United Kingdom,2010-01-10 12:13:00
493985,308.55,197,16,15527.0,United Kingdom,2010-01-10 12:25:00
493987,716.4300000000001,257,4,15413.0,United Kingdom,2010-01-10 12:37:00
493988,300.6,92,5,14299.0,United Kingdom,2010-01-10 12:40:00
493989,1139.15,481,40,14685.0,United Kingdom,2010-01-10 12:43:00
493990,168.3,90,10,12951.0,United Kingdom,2010-01-10 12:43:00
493991,238.8,24,1,14685.0,United Kingdom,2010-01-10 12:44:00
493993,635.88,246,27,13089.0,United Kingdom,2010-01-10 12:47:00
493994,5520.0,1200,4,14091.0,United Kingdom,2010-01-10 13:41:00
493995,2699.44,3403,19,13694.0,United Kingdom,2010-01-10 13:50:00
493996,307.06,194,19,15601.0,United Kingdom,2010-01-10 13:51:00
493997,131.74,57,27,17372.0,United Kingdom,2010-01-10 13:51:00
493998,305.8,116,10,13999.0,United Kingdom,2010-01-10 13:56:00
493999,2.52,6,1,,United Kingdom,2010-01-10 14:02:00
494000,443.48,464,7,15061.0,United Kingdom,2010-01-10 14:17:00
494001,552.79,213,28,13319.0,United Kingdom,2010-01-10 14:21:00
494002,290.12,164,24,13634.0,United Kingdom,2010-01-10 14:26:00
494003,194.25,104,17,17222.0,United Kingdom,2010-01-10 15:24:00
494004,338.71,357,18,15601.0,United Kingdom,2010-01-10 15:25:00
494005,433.8,84,12,,United Kingdom,2010-01-10 15:29:00
494006,4.2,2,1,,United Kingdom,2010-01-10 15:55:00
494007,131.9,39,28,14606.0,United Kingdom,2010-01-10 16:03:00
494008,326.54,194,18,18242.0,United Kingdom,2010-01-11 08:49:00
494009,345.18,148,19,12471.0,Germany,2010-01-11 08:51:00
494010,126.15,45,6,12471.0,Germany,2010-01-11 08:53:00
494011,1620.75,428,173,,United Kingdom,2010-01-11 09:30:00
494012,1427.05,458,181,,United Kingdom,2010-01-11 09:31:00
494013,389.76,102,53,,United Kingdom,2010-01-11 09:32:00
494014,1256.8899999999999,269,158,,United Kingdom,2010-01-11 09:33:00
494015,1098.9,228,153,,United Kingdom,2010-01-11 09:34:00
494016,3266.5699999999997,861,320,,United Kingdom,2010-01-11 09:35:00
494017,2434.17,606,253,,United Kingdom,2010-01-11 09:37:00
494018,1776.43,375,188,,United Kingdom,2010-01-11 09:37:00
494019,1298.18,308,184,,United Kingdom,2010-01-11 09:38:00
494020,249.6,56,9,17147.0,United Kingdom,2010-01-11 09:38:00
494021,357.17,257,17,15738.0,United Kingdom,2010-01-11 09:53:00
494022,1980.0,1200,7,15769.0,United Kingdom,2010-01-11 09:55:00
494023,488.68,480,18,13162.0,United Kingdom,2010-01-11 10:08:00
494026,365.04,216,1,15369.0,United Kingdom,2010-01-11 10:11:00
494027,209.0,76,12,17113.0,United Kingdom,2010-01-11 10:14:00
494028,306.62,202,22,17113.0,United Kingdom,2010-01-11 10:15:00
494029,478.77000000000004,237,9,12913.0,United Kingdom,2010-01-11 10:24:00
494032,306.74,172,20,13709.0,United Kingdom,2010-01-11 10:40:00
494035,521.0500000000001,134,29,15044.0,United Kingdom,2010-01-11 11:30:00
494036,595.0,100,10,17139.0,United Kingdom,2010-01-11 11:31:00
494037,565.0,124,8,15291.0,United Kingdom,2010-01-11 11:43:00
494040,9.700000000000001,3,3,18115.0,United Kingdom,2010-01-11 11:57:00
494042,975.11,1,1,12510.0,Spain,2010-01-11 11:57:00
494045,435.88,1,1,12510.0,Spain,2010-01-11 12:01:00
494046,47.4,77,4,15044.0,United Kingdom,2010-01-11 12:01:00
494047,473.56,215,16,13093.0,United Kingdom,2010-01-11 12:05:00
494048,499.36,236,13,13093.0,United Kingdom,2010-01-11 12:07:00
494079,150.31,75,21,12835.0,United Kingdom,2010-01-11 12:19:00
494108,858.27,630,59,17529.0,United Kingdom,2010-01-11 12:29:00
494110,408.42,263,18,12549.0,USA,2010-01-11 12:29:00
494113,150.0,120,1,12549.0,USA,2010-01-11 12:30:00
494118,305.28000000000003,864,2,12875.0,United Kingdom,2010-01-11 12:37:00
494119,559.96,136,10,17739.0,United Kingdom,2010-01-11 12:46:00
494120,1642.5,150,1,14156.0,EIRE,2010-01-11 12:48:00
494128,60.300000000000004,24,3,17740.0,United Kingdom,2010-01-11 13:11:00
494139,271.2,97,19,15549.0,United Kingdom,2010-01-11 13:16:00
494140,117.0,44,2,14984.0,United Kingdom,2010-01-11 13:22:00
494141,256.79999999999995,336,9,18252.0,United Kingdom,2010-01-11 13:24:00
494142,164.95,35,16,17978.0,United Kingdom,2010-01-11 13:51:00
494143,881.2,452,25,12406.0,Denmark,2010-01-11 14:04:00
494144,1696.06,456,201,,United Kingdom,2010-01-11 14:35:00
494145,4.95,1,1,,United Kingdom,2010-01-11 14:36:00
494146,152.88,194,2,14646.0,Netherlands,2010-01-11 14:37:00
494147,1918.71,472,267,,United Kingdom,2010-01-11 14:39:00
494148,803.76,389,35,15311.0,United Kingdom,2010-01-11 14:45:00
494149,321.52000000000004,224,6,16569.0,United Kingdom,2010-01-11 14:52:00
494150,726.6,52,3,12980.0,United Kingdom,2010-01-11 14:56:00
494153,142.35,171,10,17023.0,United Kingdom,2010-01-11 15:09:00
494154,384.49,305,14,17188.0,United Kingdom,2010-01-11 15:33:00
494156,13.5,2,1,,United Kingdom,2010-01-11 15:51:00
494157,463.11,313,18,13089.0,United Kingdom,2010-01-11 16:00:00
